Name, EA,formula
pNH2-benzoate anion,3.608000,C7H6NO2-
Isocyanato radical,3.609000,CNO
Au15,3.610000,Au15
Au19,3.610000,Au19
AlB10 anion,3.610000,AlB10-
mMe-benzoate anion,3.610000,C8H7O2-
Al143 anion,3.610000,Al143-
Al144 anion,3.610000,Al144-
Al145 anion,3.610000,Al145-
Al147,3.610000,Al147
Al146,3.610000,Al146
Chlorine atom,3.613000,Cl
4-Me-bicyclo[2.2.2]octane-CO2 anion,3.617000,C10H15O2-
iron trifluoride,3.617000,F3Fe
pMe-benzoate anion,3.620000,C8H7O2-
ScC13 radical anion,3.620000,C13Sc-
TbSi16 radical anion,3.620000,Si16Tb-
1-adamantyl-CO2 anion,3.625000,C11H15O2-
3-tBu-bicyclo[1.1.1]pentane-1-CO2 anion,3.627000,C10H15O2-
3-SiMe3-bicyclo[1.1.1]pentane-1-CO2 anion,3.627000,C9H15O2Si-
F9Mo2 anion,3.630000,F9Mo2-
Cd17S4(SPh)28 dianion,3.630000,C168H140Cd17S32-2
ScC11 radical anion,3.630000,C11Sc-
Ru3Co(CO)4 anion,3.630000,C4CoO4Ru3-
"(H2O)16..1,3-O2C-C6H4-CO2 dianion",3.630000,C8H36O20-2
(Xe)11..I anion,3.635000,IXe11-
bicyclo[1.1.1]pentane-1-CO2 anion,3.638000,C6H7O2-
B(BO)3 anion,3.640000,B4O3-
Au3S anion,3.640000,Au3S-
Au36 anion,3.642000,Au36-
Au60 anion,3.642000,Au60-
ScC15 radical anion,3.650000,C15Sc-
C17,3.650000,C17
(N2O)5..I anion,3.651000,IN10O5-
bicyclo[2.2.2]octene-CO2 anion,3.656000,C9H11O2-
AlB8 anion,3.660000,AlB8-
(CO2)4..I anion,3.660000,C4IO8-
ClOO anion,3.660000,ClO2-
H2..F anion,3.660000,FH2-
chromium trioxide,3.660000,CrO3
Ar..Cl anion,3.664000,ArCl-
EtOCH2CO2 anion,3.669000,C4H7O3-
CH2=CHC(Me)2CH2CO2 anion,3.669000,C7H11O2-
(H2O)5..O2 radical anion,3.670000,H10O7-
3-Ph-bicyclo[1.1.1]pentane-1-CO2 anion,3.671000,C12H11O2-
Cyanogen fluoride,3.673000,CFN
MeOCH2CO2 anion,3.675000,C3H5O3-
(Xe)12..I anion,3.675000,IXe12-
Au3,3.675000,Au3
MeCHClCH2CO2 anion,3.677000,C4H6ClO2-
Alanine anion,3.678000,C3H6NO2-
CO2..HO anion,3.680000,CHO3-
Ru3Co(CO)9 anion,3.680000,C9CoO9Ru3-
C9,3.684000,C9
4-OMe-bicyclo[2.2.2]octane-CO2 anion,3.686000,C10H15O3-
PhCH(Me)CO2 anion,3.686000,C9H9O2-
Glycine anion,3.687000,C2H4NO2-
(Xe)13..I anion,3.688000,IXe13-
"(H2O)10..1,4-O2C-C6H4-CO2 dianion",3.690000,C8H24O14-2
Au3Mg anion,3.690000,Au3Mg-
Cr4O10 anion,3.690000,Cr4O10-
PhCH2CO2 anion,3.690000,C8H7O2-
mNH2-benzoate anion,3.690000,C7H6NO2-
MeNHCH2CO2 anion,3.691000,C3H6NO2-
pCF3-C6H4CðC anion,3.692000,C9H4F3-
4-Me-bicyclo[2.2.2]octene-CO2 anion,3.695000,C10H13O2-
HWO4,3.700000,HO4W
PbF3,3.700000,F3Pb
C23 anion,3.700000,C23-
(NO)3 radical anion,3.700000,N3O3-
YC11 radical anion,3.700000,C11Y-
3-CO2-pyridinium-N-CH2 anion,3.700000,C7H6NO2-
2-aza-benzoate anion,3.700000,C6H4NO2-
Si11Ho anion,3.700000,HoSi11-
Si10Lu anion,3.700000,LuSi10-
"3,4,5-triMe-benzoate anion",3.701000,C10H11O2-
(Ar)2..Cl anion,3.705000,Ar2Cl-
cubane-CO2,3.708000,C9H7O2
oF-benzoate anion,3.710000,C7H4FO2-
Ta2O5 anion,3.710000,O5Ta2-
Al2O3 radical anion,3.710000,Al2O3-
"3,5-diMe-benzoate anion",3.718000,C9H9O2-
(H2O)8..O2C(CH2)6CO2 dianion,3.720000,C8H28O12-2
pOMe-benzoate anion,3.721000,C8H7O3-
ClCH2CH2CO2 anion,3.721000,C3H4ClO2-
MeCOCH2CH2CO2 anion,3.725000,C5H7O3-
(CO2)5..I anion,3.735000,C5IO10-
Au37 anion,3.740000,Au37-
Si10F radical anion,3.740000,FSi10-
L-Proline anion,3.744000,C5H8NO2-
piPr-benzoate anion,3.744000,C10H11O2-
3-Cl-bicyclo[2.2.2]octane-CO2 anion,3.747000,C9H12ClO2-
(Ar)3..Cl anion,3.749000,Ar3Cl-
C24 anion,3.750000,C24-
Al2O5 anion,3.750000,Al2O5-
pOH-benzoate anion,3.750000,C7H5O3-
Mo2F9..F anion,3.751000,F10Mo2-
(N2O)6..I anion,3.752000,IN12O6-
p-tBu-benzoate anion,3.757000,C11H13O2-
"2,4-diMe-benzoate anion",3.760000,C9H9O2-
"(H2O)17..1,3-O2C-C6H4-CO2 dianion",3.760000,C8H38O21-2
MeSCH2CO2 anion,3.764000,C3H5O2S-
(H2O)6..O2 radical anion,3.770000,H12O8-
Ru3Co(CO)11 anion,3.770000,C11CoO11Ru3-
(NH3)3..I anion,3.770000,H9IN3-
phenol..I anion,3.770000,C6H6IO-
3-CO2Me-bicyclo[1.1.1]pentane-1-CO2 anion,3.771000,C8H9O4-
Au23 anion,3.772000,Au23-
Au38 anion,3.772000,Au38-
Au40 anion,3.772000,Au40-
Au61 anion,3.772000,Au61-
Au11,3.772000,Au11
miPr-benzoate anion,3.775000,C10H11O2-
"2,5-diMe-benzoate anion",3.777000,C9H9O2-
B13 anion,3.780000,B13-
mOMe-benzoate anion,3.781000,C8H7O3-
HSCH2CH2CO2 anion,3.781000,C3H5O2S-
L-Valine anion,3.784000,C5H10NO2-
oiPr-benzoate anion,3.784000,C10H11O2-
(THF)3..I anion,3.784000,C12H24IO3-
3-COMe-bicyclo[1.1.1]pentane-1-CO2 anion,3.788000,C8H9O3-
m-tBu-benzoate anion,3.792000,C11H13O2-
(Ar)4..Cl anion,3.792000,Ar4Cl-
"2,3-diMe-benzoate anion",3.794000,C9H9O2-
L-Leucine anion,3.797000,C6H12NO2-
"2,4,6-triMe-benzoate anion",3.799000,C10H11O2-
FeF2..FeF3 anion,3.800000,F5Fe2-
MnF2..F anion,3.800000,F3Mn-
C27 anion,3.800000,C27-
Fe3O5 anion,3.800000,Fe3O5-
Au2Pd radical anion,3.800000,Au2Pd-
(H2O)9..O2C(CH2)6CO2 dianion,3.800000,C8H30O13-2
"(H2O)11..1,4-O2C-C6H4-CO2 dianion",3.800000,C8H26O15-2
Si11Ta anion,3.800000,Si11Ta-
FCH2CO2 anion,3.800000,C2H2FO2-
4-CO2Et-bicyclo[2.2.2]octene-CO2 anion,3.803000,C12H15O4-
UOF3..F anion,3.803000,F4OU-
DCðCCðCCðC anion,3.805000,C6D-
N2O..Cl anion,3.807000,ClN2O-
HCðCCðCCðC anion,3.809000,C6H-
oNO2-benzoate anion,3.810000,C7H4NO4-
L-Isoleucine anion,3.810000,C6H12NO2-
AgAu2 radical,3.810000,AgAu2
(CO2)2..Br anion,3.811000,C2BrO4-
p(.)-benzoate anion,3.813000,C7H4O2-
mOH-benzoate anion,3.816000,C7H5O3-
4-F-bicyclo[2.2.2]octane-CO2 anion,3.816000,C9H12FO2-
MoF5..F anion,3.816000,F6Mo-
"2,3,5,6-tetraMe-benzoate anion",3.816000,C11H13O2-
UF5 anion,3.820000,F5U-
NbC7,3.820000,C7Nb
(NC)2C=CCN anion,3.820000,C5N3-
"2,6-diMe-benzoate anion",3.825000,C9H9O2-
(CF3)3C anion,3.827000,C4F9-
Cl2PO,3.829000,Cl2OP
Ru3Co(CO)12 anion,3.830000,C12CoO12Ru3-
3-F-bicyclo[1.1.1]pentane-1-CO2 anion,3.831000,C6H6FO2-
(Ar)5..Cl anion,3.832000,Ar5Cl-
Au28 anion,3.837000,Au28-
Au62 anion,3.837000,Au62-
Au64 anion,3.837000,Au64-
Au9,3.837000,Au9
4-Cl-bicyclo[2.2.2]octane-CO2 anion,3.842000,C9H12ClO2-
MoOF3..F anion,3.842000,F4MoO-
PhOCH2CO2 anion,3.842000,C8H7O3-
(N2O)7..I anion,3.849000,IN14O7-
(SO2)4..SO2 radical anion,3.850000,O10S5-
2-aza-3-CO2Me-benzoate anion,3.850000,C8H6NO4-
Sulfur pentafluoride,3.850000,F5S
3-CN-bicyclo[2.2.2]octane-CO2 anion,3.855000,C10H12NO2-
4-CF3-bicyclo[2.2.2]octane-CO2 anion,3.855000,C10H12F3O2-
4-CO2Me-cubane-CO2 anion,3.855000,C11H9O4-
m(.)-benzoate anion,3.856000,C7H4O2-
pNO2-C6H4CðC anion,3.857000,C8H4NO2-
MeCH(OH)CO2 anion,3.859000,C3H5O3-
Cyano radical,3.862000,CN
o(.)-benzoate anion,3.865000,C7H4O2-
YC13 radical anion,3.870000,C13Y-
"(H2O)18..1,3-O2C-C6H4-CO2 dianion",3.870000,C8H40O22-2
OsF4 radical,3.870000,F4Os
Au2Cu anion,3.870000,Au2Cu-
YGe16 anion,3.870000,Ge16Y-
L-Lysine anion,3.870000,C6H13N2O2-
(Ar)6..Cl anion,3.872000,Ar6Cl-
4-Br-bicyclo[2.2.2]octane-CO2 anion,3.872000,C9H12BrO2-
oNH2-benzoate anion,3.874000,C7H6NO2-
Ru3Co(CO)10 anion,3.880000,C10CoO10Ru3-
Tetracarbon,3.882000,C4
EtCHClCO2 anion,3.883000,C4H6ClO2-
pF-benzoate anion,3.885000,C7H4FO2-
MeCHClCO2 anion,3.887000,C3H4ClO2-
Fe2O5 radical anion,3.890000,Fe2O5-
ScC19 radical anion,3.890000,C19Sc-
MeCHBrCO2 anion,3.894000,C3H4BrO2-
EtCHBrCO2 anion,3.894000,C4H6BrO2-
mCH2Cl-benzoate anion,3.894000,C8H6ClO2-
L-Tryptophan anion,3.896000,C11H11N2O2-
3-Cl-bicyclo[1.1.1]pentane-1-CO2 anion,3.896000,C6H6ClO2-
perfluoromethylcyclohexanide anion,3.900000,C7F13-
C21 anion,3.900000,C21-
C25 anion,3.900000,C25-
As14Ga13 anion,3.900000,As14Ga13-
Ru3Co(CO)13 anion,3.900000,C13CoO13Ru3-
(NH3)4..I anion,3.900000,H12IN4-
"(H2O)12..1,4-O2C-C6H4-CO2 dianion",3.900000,C8H28O16-2
C35 anion,3.900000,C35-
B13O anion,3.900000,B13O-
Au27 anion,3.902000,Au27-
Au29 anion,3.902000,Au29-
Au30 anion,3.902000,Au30-
Au39 anion,3.902000,Au39-
Au41 anion,3.902000,Au41-
Au42 anion,3.902000,Au42-
Au44 anion,3.902000,Au44-
Au63 anion,3.902000,Au63-
Au21,3.902000,Au21
MeCN..Br anion,3.904000,C2H3BrN-
CF3CH2CH2CO2 anion,3.907000,C4H4F3O2-
(Ar)7..Cl anion,3.908000,Ar7Cl-
L-Phenylalanine anion,3.909000,C9H10NO2-
H2O..Br anion,3.910000,BrH2O-
LaC13 radical,3.910000,C13La
4-Br-cubane-CO2 anion,3.911000,C9H6BrO2-
3-CF3-bicyclo[1.1.1]pentane-1-CO2 anion,3.914000,C7H6F3O2-
pCH2Cl-benzoate anion,3.916000,C8H6ClO2-
(H2O)2..I anion,3.920000,H4IO2-
mF-benzoate anion,3.924000,C7H4FO2-
NH3..Cl anion,3.929000,ClH3N-
ClCH2CO2 anion,3.930000,C2H2ClO2-
O2NCðC anion,3.931000,C2NO2-
2-CN-bicyclo[2.2.2]octane-CO2 anion,3.933000,C10H12NO2-
Nitrate Radical,3.937000,NO3
4-Cl-bicyclo[2.2.2]octene-CO2 anion,3.937000,C9H10ClO2-
4-CF3-bicyclo[2.2.2]octene-CO2 anion,3.937000,C10H10F3O2-
L-Methionine anion,3.940000,C5H10NO2S-
3-Br-bicyclo[1.1.1]pentane-1-CO2 anion,3.940000,C6H6BrO2-
"(H2O)19..1,3-O2C-C6H4-CO2 dianion",3.940000,C8H42O23-2
LaC20 radical,3.940000,C20La
(N2O)8..I anion,3.942000,IN16O8-
(Ar)8..Cl anion,3.945000,Ar8Cl-
4-CN-bicyclo[2.2.2]octane-CO2 anion,3.946000,C10H12NO2-
C29 anion,3.950000,C29-
C31 anion,3.950000,C31-
pCl-benzoate anion,3.950000,C7H4ClO2-
Au66 anion,3.954000,Au66-
4-NO2-bicyclo[2.2.2]octane-CO2 anion,3.955000,C9H12NO4-
(CO2)6..I anion,3.958000,C6IO12-
(H2O)25..O2CCO2 dianion,3.960000,C2H50O29-2
(H2O)10..O2C(CH2)6CO2 dianion,3.960000,C8H32O14-2
mCl-benzoate anion,3.963000,C7H4ClO2-
CF3CðC anion,3.966000,C3F3-
Au13 anion,3.967000,Au13-
Au43 anion,3.967000,Au43-
Au45 anion,3.967000,Au45-
Au65 anion,3.967000,Au65-
Au67 anion,3.967000,Au67-
Au68 anion,3.967000,Au68-
Au32,3.967000,Au32
BrCH2CO2 anion,3.970000,C2H2BrO2-
(THF)4..I anion,3.970000,C16H32IO4-
HCðCCðCCðCCðC anion,3.970000,C8H-
(Ar)9..Cl anion,3.980000,Ar9Cl-
benzene..Cl anion,3.980000,C6H6Cl-
Al2O4 anion,3.980000,Al2O4-
ICH2CO2 anion,3.985000,C2H2IO2-
"(H2O)13..1,4-O2C-C6H4-CO2 dianion",3.990000,C8H30O17-2
3-aza-benzoate anion,3.998000,C6H4NO2-
As13Ga12 anion,4.000000,As13Ga12-
As15Ga14 anion,4.000000,As15Ga14-
Au57 anion,4.000000,Au57-
YC15 radical anion,4.000000,C15Y-
YC18 radical anion,4.000000,C18Y-
Ga24As24 anion,4.000000,As24Ga24-
C37 anion,4.000000,C37-
LaC15 radical,4.000000,C15La
LaC17 radical,4.000000,C17La
VO4,4.000000,O4V
Si10Ho anion,4.000000,HoSi10-
CF3CH(OH)CH2CH(CF3)O anion,4.000000,C5H5F6O2-
L-Cysteine anion,4.000000,C3H6NO2S-
pCOMe-benzoate anion,4.003000,C9H7O3-
GaO2 anion,4.008000,GaO2-
(Ar)10..Cl anion,4.011000,Ar10Cl-
(MeCN)2..I anion,4.019000,C4H6IN2-
CF3CH2CO2 anion,4.020000,C3H2F3O2-
YC20 radical anion,4.020000,C20Y-
"(H2O)20..1,3-O2C-C6H4-CO2 dianion",4.020000,C8H44O24-2
(CO2)3..Br anion,4.030000,C3BrO6-
Au69 anion,4.033000,Au69-
Au17,4.033000,Au17
(CF3)3CO anion,4.033000,C4F9O-
MeCOCO2 anion,4.037000,C3H3O3-
TaB10 anion,4.040000,B10Ta-
P5 anion,4.040000,P5-
(H2O)3..N3 anion,4.040000,H6N3O3-
(Ar)11..Cl anion,4.040000,Ar11Cl-
(N2O)9..I anion,4.045000,IN18O9-
4-CN-bicyclo[2.2.2]octene-CO2 anion,4.046000,C10H10NO2-
pCO2Et-benzoate anion,4.046000,C10H9O4-
3-CN-bicyclo[1.1.1]pentane-1-CO2 anion,4.048000,C7H6NO2-
C33 anion,4.050000,C33-
C60 dianion,4.059000,C60-2
C60F44 fullerene radical,4.060000,C60F44
Octatetracontylfluorobuckminsterfullerene,4.060000,C60F48
Au47 anion,4.065000,Au47-
pCHO-benzoate anion,4.068000,C8H5O3-
(H2O)11..O2C(CH2)6CO2 dianion,4.070000,C8H34O15-2
(Ar)12..Cl anion,4.074000,Ar12Cl-
L-Serine anion,4.074000,C3H6NO3-
4-aza-benzoate anion,4.076000,C6H4NO2-
H2O..MeCO2 anion,4.080000,C2H5O3-
(Ar)13..Cl anion,4.086000,Ar13Cl-
pCF3-benzoate anion,4.089000,C8H4F3O2-
HOCH2CO2 anion,4.089000,C2H3O3-
"(H2O)14..1,4-O2C-C6H4-CO2 dianion",4.090000,C8H32O18-2
mCF3-benzoate anion,4.094000,C8H4F3O2-
Au31 anion,4.098000,Au31-
Au35 anion,4.098000,Au35-
Au46 anion,4.098000,Au46-
Au48 anion,4.098000,Au48-
(Ar)14..Cl anion,4.099000,Ar14Cl-
(NH3)5..I anion,4.100000,H15IN5-
Ga15As16 anion,4.100000,As16Ga15-
Ga16As17 anion,4.100000,As17Ga16-
NbB10 anion,4.100000,B10Nb-
L-Threonine anion,4.100000,C4H8NO3-
3-NO2-bicyclo[1.1.1]pentane-1-CO2 anion,4.100000,C6H6NO4-
(CO2)7..I anion,4.102000,C7IO14-
YC17 radical anion,4.110000,C17Y-
(Ar)15..Cl anion,4.113000,Ar15Cl-
L-Arginine anion,4.113000,C6H13N4O2-
Au16,4.117000,Au16
L-Glutamine anion,4.117000,C5H9N2O3-
Fe(SCN)4Na anion,4.120000,C4FeN4NaS4-
Cu@Au16 anion,4.120000,Au16Cu-
(N2O)10..I anion,4.122000,IN20O10-
pCN-C6H4CðC anion,4.126000,C9H4N-
(H2O)16..O2C(CH2)6CO2 dianion,4.130000,C8H44O20-2
(THF)5..I anion,4.130000,C20H40IO5-
(NC)2N anion,4.135000,C2N3-
L-Asparagine anion,4.145000,C4H7N2O3-
L-Histidine anion,4.148000,C6H8N3O2-
F2CHCO2 anion,4.148000,C2HF2O2-
Au53 anion,4.150000,Au53-
(N2O)11..I anion,4.165000,IN22O11-
YC19 radical anion,4.170000,C19Y-
3-aza-5-CO2Me-benzoate anion,4.170000,C8H6NO4-
"(H2O)15..1,4-O2C-C6H4-CO2 dianion",4.170000,C8H34O19-2
"N-Me-pyridinium-3,4-diCO2 anion",4.170000,C8H6NO4-
Au54 anion,4.176000,Au54-
Au55 anion,4.176000,Au55-
NCCH2CO2 anion,4.178000,C3H2NO2-
Carbon hexamer,4.180000,C6
OH..Cl anion,4.200000,ClHO-
Ga17As18 anion,4.200000,As18Ga17-
Ga23As24 anion,4.200000,As24Ga23-
Ga24As25 anion,4.200000,As25Ga24-
(H2O)17..O2C(CH2)6CO2 dianion,4.200000,C8H46O21-2
titanium trioxide,4.200000,O3Ti
Au49 anion,4.208000,Au49-
C3B2 radical anion,4.210000,C3B2-
FeCl3 anion,4.220000,Cl3Fe-
(N2O)12..I anion,4.223000,IN24O12-
AuI2 radical anion,4.226000,AuI2-
I3 anion,4.226000,I3-
Au33 anion,4.228000,Au33-
Au50 anion,4.228000,Au50-
mNO2-benzoate anion,4.228000,C7H4NO4-
(H2O)12..O2C(CH2)6CO2 dianion,4.230000,C8H36O16-2
Aluminum oxide,4.230000,AlO2
B17 anion,4.230000,B17-
(CO2)8..I anion,4.235000,C8IO16-
(NH3)6..I anion,4.240000,H18IN6-
"(H2O)16..1,4-O2C-C6H4-CO2 dianion",4.250000,C8H36O20-2
Chlorine trioxide,4.250000,ClO3
(CrO3)2 radical anion,4.250000,Cr2O6-
"N-Me-pyridinium-2,3-diCO2 anion",4.250000,C8H6NO4-
4-aza-3-CO2Me-benzoate anion,4.250000,C8H6NO4-
(THF)6..I anion,4.250000,C24H48IO6-
LiB2O3 radical anion,4.250000,B2LiO3-
(CO2)4..Br anion,4.254000,C4BrO8-
mCN-benzoate anion,4.254000,C8H4NO2-
CuI2 anion,4.256000,CuI2-
Cl2CHCO2 anion,4.260000,C2HCl2O2-
FeBr3 anion,4.260000,Br3Fe-
Tetravanadium decaoxide,4.260000,O10V4
Au51 anion,4.260000,Au51-
Br2CHCO2 anion,4.263000,C2HBr2O2-
pNO2-benzoate anion,4.271000,C7H4NO4-
FCO2 anion,4.277000,CFO2-
pCN-benzoate anion,4.284000,C8H4NO2-
C60F17 anion,4.285000,C60F17-
(CO2)2..Cl anion,4.290000,C2ClO4-
(H2O)3..I anion,4.290000,H6IO3-
LaC19 radical,4.290000,C19La
Au52 anion,4.293000,Au52-
Au56 anion,4.293000,Au56-
Ga18As19 anion,4.300000,As19Ga18-
Ga19As20 anion,4.300000,As20Ga19-
Ga20As21 anion,4.300000,As21Ga20-
Ga21As22 anion,4.300000,As22Ga21-
Ga22As23 anion,4.300000,As23Ga22-
(H2O)18..O2C(CH2)6CO2 dianion,4.300000,C8H48O22-2
U2F9 anion,4.302000,F9U2-
Cyanoethynyl radical,4.305000,C3N
Cr3O8 anion,4.310000,Cr3O8-
V6O15 anion,4.320000,O15V6-
"(H2O)17..1,4-O2C-C6H4-CO2 dianion",4.320000,C8H38O21-2
HO2C(CH2)3CO2 anion,4.332000,C5H7O4-
B19 anion,4.340000,B19-
(H2O)13..O2C(CH2)6CO2 dianion,4.340000,C8H38O17-2
MeCN..Cl anion,4.343000,C2H3ClN-
CuBr2 radical anion,4.350000,Br2Cu-
(NH3)7..I anion,4.350000,H21IN7-
copper dichloride,4.350000,Cl2Cu
(CO2)9..I anion,4.355000,C9IO18-
Au58 anion,4.358000,Au58-
manganese difluoride,4.358000,F2Mn
VO3 radical anion,4.360000,O3V-
(THF)7..I anion,4.360000,C28H56IO7-
HO2C(CH2)8CO2 anion,4.367000,C10H17O4-
W3O8 anion,4.370000,O8W3-
H2O..Cl anion,4.370000,ClH2O-
C8,4.379000,C8
"(H2O)18..1,4-O2C-C6H4-CO2 dianion",4.380000,C8H40O22-2
"(H2O)19..1,4-O2C-C6H4-CO2 dianion",4.380000,C8H42O23-2
(H2O)4..N3 anion,4.380000,H8N3O4-
B21 anion,4.380000,B21-
oOH-benzoate anion,4.382000,C7H5O3-
(H2O)14..O2C(CH2)6CO2 dianion,4.390000,C8H40O18-2
CF3O anion,4.391000,CF3O-
(CO2)10..I anion,4.392000,C10IO20-
YbCl3..Cl anion,4.400000,Cl4Yb-
CrO5 radical anion,4.400000,CrO5-
(H2O)30..O2CCO2 dianion,4.400000,C2H60O34-2
(H2O)19..O2C(CH2)6CO2 dianion,4.400000,C8H50O23-2
HO2C(CH2)4CO2 anion,4.401000,C6H9O4-
(MeCN)2..Br anion,4.404000,C4H6BrN2-
(H2O)15..O2C(CH2)6CO2 dianion,4.410000,C8H42O19-2
W4O10 anion,4.410000,O10W4-
HO2C(CH2)5CO2 anion,4.423000,C7H11O4-
(THF)8..I anion,4.430000,C32H64IO8-
"3,5-diCF3-benzoate anion",4.432000,C9H3F6O2-
I2Br anion,4.433000,BrI2-
(CO2)5..Br anion,4.435000,C5BrO10-
(CO2)11..I anion,4.437000,C11IO22-
(MeCN)3..I anion,4.439000,C6H9IN3-
(CrO3)3 radical anion,4.440000,Cr3O9-
B3(BO)2 anion,4.440000,B5O2-
(H2O)2..Br anion,4.440000,BrH4O2-
HO2CCO2 anion,4.440000,C2HO4-
HO2C(CH2)6CO2 anion,4.449000,C8H13O4-
Fe2F6 anion,4.450000,F6Fe2-
VF4..F anion,4.450000,F5V-
"(H2O)20..1,4-O2C-C6H4-CO2 dianion",4.450000,C8H44O24-2
Pt(SC(CN)=C(CN)S)2 anion,4.450000,C8N4PtS4-
FeF3..FeF4 anion,4.450000,F7Fe2-
V8O20 anion,4.450000,O20V8-
NCCðCCðC anion,4.450000,C5N-
Au59 anion,4.455000,Au59-
CF3CO2 anion,4.457000,C2F3O2-
Boron dioxide,4.460000,BO2
pentafluorobenzoate anion,4.467000,C7F5O2-
HO2C(CH2)7CO2 anion,4.467000,C9H15O4-
(NH3)8..I anion,4.480000,H24IN8-
U2F10 anion,4.500000,F10U2-
(H2O)20..O2C(CH2)6CO2 dianion,4.500000,C8H52O24-2
TeF5,4.500000,F5Te
"2-Propenenitrile, 2-chloro-",4.500000,C3H2ClN
H2O..(NC)2N anion,4.500000,C2H2N3O-
(CO2)12..I anion,4.506000,C12IO24-
HO2C(CH2)2CO2 anion,4.510000,C4H5O4-
(THF)9..I anion,4.510000,C36H72IO9-
Au4S anion,4.510000,Au4S-
NdCl3..Cl anion,4.519000,Cl4Nd-
CsI..I anion,4.520000,CsI2-
(THF)10..I anion,4.520000,C40H80IO10-
H2O..CN anion,4.540000,CH2NO-
(H2O)5..N3 anion,4.540000,H10N3O5-
nC3F7CO2 anion,4.540000,C4F7O2-
Pd(SC(CN)=C(CN)S)2 anion,4.550000,C8N4PdS4-
(H2O)2..MeCO2 anion,4.550000,C2H7O4-
(THF)11..I anion,4.550000,C44H88IO11-
(CO2)13..I anion,4.552000,C13IO26-
Ni(SC(CN)=C(CN)S)2 anion,4.560000,C8N4NiS4-
H2PO4 anion,4.570000,H2O4P-
(THF)12..I anion,4.580000,C48H96IO12-
(H2O)4..I anion,4.590000,H8IO4-
C6F13 anion,4.600000,C6F13-
C70F52 fullerene radical,4.600000,C70F52
C70F54 fullerene radical,4.600000,C70F54
CoBr3 anion,4.600000,Br3Co-
BrO3 anion,4.600000,BrO3-
(THF)13..I anion,4.600000,C52H104IO13-
HO2CCH2CO2 anion,4.601000,C3H3O4-
(CO2)6..Br anion,4.608000,C6BrO12-
(CrO3)4 radical anion,4.610000,Cr4O12-
Br3 anion,4.618000,Br3-
(THF)14..I anion,4.619000,C56H112IO14-
(THF)15..I anion,4.630000,C60H120IO15-
(THF)16..I anion,4.640000,C64H128IO16-
Fe(SCN)3 anion,4.640000,C3FeN3S3-
Cl3 anion,4.640000,Cl3-
AlS2 anion,4.660000,AlS2-
SiF4..F anion,4.660000,F5Si-
(THF)17..I anion,4.660000,C68H136IO17-
(THF)19..I anion,4.660000,C76H152IO19-
IrF4 radical,4.670000,F4Ir
(THF)18..I anion,4.670000,C72H144IO18-
(THF)20..I anion,4.670000,C80H160IO20-
(H2O)35..O2CCO2 dianion,4.670000,C2H70O39-2
(THF)21..I anion,4.690000,C84H168IO21-
(THF)22..I anion,4.694000,C88H176IO22-
(THF)23..I anion,4.694000,C92H184IO23-
Co(SC(CN)=C(CN)S)2 anion,4.700000,C8CoN4S4-
CoCl3 anion,4.700000,Cl3Co-
IO3 anion,4.700000,IO3-
(THF)24..I anion,4.700000,C96H192IO24-
(THF)25..I anion,4.700000,C100H200IO25-
(H2O)6..N3 anion,4.700000,H12N3O6-
FSO3 anion,4.710000,FO3S-
(THF)26..I anion,4.720000,C104H208IO26-
(THF)27..I anion,4.724000,C108H216IO27-
(THF)28..I anion,4.730000,C112H224IO28-
(THF)29..I anion,4.739000,C116H232IO29-
Fe(SC(CN)=C(CN)S)2 anion,4.740000,C8FeN4S4-
RuF4 radical anion,4.750000,F4Ru-
N-CH2CO2-pyridinium-2-CO2 anion,4.750000,C8H6NO4-
(THF)30..I anion,4.750000,C120H240IO30-
HSO4 anion,4.750000,HO4S-
(MeCN)4..I anion,4.759000,C8H12IN4-
(H2O)40..O2CCO2 dianion,4.760000,C2H80O44-2
(CO2)7..Br anion,4.766000,C7BrO14-
Ph2Ag anion,4.770000,C12H10Ag-
(H2O)5..I anion,4.770000,H10IO5-
(CrO3)5 radical anion,4.800000,Cr5O15-
(CrO3)5 radical anion,4.800000,Cr5O15-
MnO4 anion,4.800000,MnO4-
H2O..F anion,4.800000,FH2O-
"N-Me-pyridinium-2,4-diCO2 anion",4.830000,C8H6NO4-
NaI2 anion,4.840000,I2Na-
(H2O)7..N3 anion,4.840000,H14N3O7-
"N-Me-pyridinium-3,5-diCO2 anion",4.850000,C8H6NO4-
(MeCN)3..Br anion,4.854000,C6H9BrN3-
(MeCN)2..Cl anion,4.863000,C4H6ClN2-
BrCl2 anion,4.864000,BrCl2-
LiI2 anion,4.880000,I2Li-
(H2O)2..(NC)2N anion,4.880000,C2H4N3O2-
HCl..Cl anion,4.896000,Cl2H-
(H2O)3..Br anion,4.910000,BrH6O3-
C60F33,4.920000,C60F33
Al3O5 radical,4.920000,Al3O5
(CO2)8..Br anion,4.925000,C8BrO16-
NiBr3 anion,4.940000,Br3Ni-
B4(BO)3 anion,4.940000,B7O3-
PO3 anion,4.950000,O3P-
Cu(SC(CN)=C(CN)S)2 anion,4.960000,C8CuN4S4-
CrO4 radical,4.964000,CrO4
(H2O)2..Cl anion,4.970000,ClH4O2-
(H2O)8..N3 anion,4.980000,H16N3O8-
C60F35 anion,4.980000,C60F35-
C4B radical anion,4.990000,C4B-
